year,artist,song
2016,Belly Featuring The Weeknd,Might Not
2016,YG Featuring Drake & Kamaiyah,Why You Always Hatin?
2016,Drake,Hype
2016,Rihanna,Kiss It Better
2016,Drake & Future,Big Rings
2016,Ghost Town DJ's,My Boo
2016,Future Featuring Drake,Where Ya At
2016,French Montana Featuring Kodak Black,Lockjaw
2016,Missy Elliott Featuring Pharrell Williams,WTF (Where They From)
2016,21 Savage & Metro Boomin Featuring Future,X
2016,Bryson Tiller,Sorry Not Sorry
2016,The Weeknd,Acquainted
2016,French Montana Featuring Drake,No Shopping
2016,2 Chainz,Watch Out
2016,Kehlani,Gangsta
2016,Rihanna,Sex With Me
2016,DJ Drama Featuring Chris Brown  Skeme & Lyquin,Wishing
2016,DeJ Loaf Featuring Big Sean,Back Up
2016,Rae Sremmurd,Look Alive
2016,Drake Featuring Future,Grammys
2016,Yo Gotti Featuring E-40,Law
2016,DJ ESCO Featuring Future & Lil Uzi Vert,Too Much Sauce
2016,Nelly Featuring Jeremih,The Fix
2016,YFN Lucci Featuring Migos & Trouble,Key To The Streets
2016,Chris Brown,Grass Ain't Greener
2016,Kanye West,Fade
2016,A$AP Ferg Featuring Future,New Level
2016,Young Greatness,Moolah
2016,Drake Featuring PARTYNEXTDOOR,With You
2016,Future,Stick Talk
2016,DJ Luke Nasty,Might Be
2017,Bruno Mars,That's What I Like
2017,Kendrick Lamar,Humble.
2017,DJ Khaled Featuring Justin Bieber  Quavo  Chance The Rapper & Lil Wayne,I'm The One
2017,Migos Featuring Lil Uzi Vert,Bad And Boujee
2017,French Montana Featuring Swae Lee,Unforgettable
2017,Post Malone Featuring Quavo,Congratulations
2017,Future,Mask Off
2017,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts
2017,Lil Uzi Vert,XO TOUR Llif3
2017,Cardi B,Bodak Yellow (Money Moves)
2017,Rae Sremmurd Featuring Gucci Mane,Black Beatles
2017,Bruno Mars,24K Magic
2017,The Weeknd Featuring Daft Punk,Starboy
2017,KYLE Featuring Lil Yachty,iSpy
2017,Childish Gambino,Redbone
2017,Logic Featuring Alessia Cara & Khalid,1-800-273-8255
2017,The Weeknd Featuring Daft Punk,I Feel It Coming
2017,Drake,Fake Love
2017,Big Sean,Bounce Back
2017,Machine Gun Kelly x Camila Cabello,Bad Things
2017,Rihanna,Love On The Brain
2017,Khalid,Location
2017,21 Savage,Bank Account
2017,Yo Gotti Featuring Nicki Minaj,Rake It Up
2017,Migos,T-Shirt
2017,Kodak Black,Tunnel Vision
2017,Post Malone Featuring 21 Savage,Rockstar
2017,Ayo & Teo,Rolex
2017,Kendrick Lamar,DNA.
2017,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem)
2017,Drake,Passionfruit
2017,Rae Sremmurd,Swang
2017,Kendrick Lamar Featuring Rihanna,Loyalty.
2017,Calvin Harris Featuring Frank Ocean & Migos,Slide
2017,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning
2017,Gucci Mane Featuring Drake,Both
2017,Amine,Caroline
2017,Calvin Harris Featuring Pharrell Williams  Katy Perry & Big Sean,Feels
2017,SZA Featuring Travis Scott,Love Galore
2017,Migos Featuring Gucci Mane,Slippery
2017,Khalid,Young Dumb & Broke
2017,Playboi Carti,Magnolia
2017,YFN Lucci Featuring PnB Rock,Everyday We Lit
2017,blackbear,Do Re Mi
2017,Gucci Mane Featuring Migos,I Get The Bag
2017,Travis Scott,Butterfly Effect
2017,XXXTENTACION,Look At Me!
2017,GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew
2017,Kendrick Lamar Featuring Zacari,Love.
2017,Chris Brown Featuring Usher & Gucci Mane,Party
2017,J. Cole,Deja Vu
2017,Drake Featuring Quavo & Travis Scott,Portland
2017,2 Chainz Featuring Ty Dolla $ign  Trey Songz & Jhene Aiko,It's A Vibe
2017,SZA,The Weekend
2017,Tee Grizzley,First Day Out
2017,The Weeknd,Party Monster
2017,John Legend,Love Me Now
2017,Lil Pump,Gucci Gang
2017,Bruno Mars,Versace On The Floor
2017,Travis Scott,Goosebumps
2017,Big Sean,Moves
2017,Future Featuring Drake,Used To This
2017,Russ,Losin Control
2017,Tay-K,The Race
2017,Young M.A,OOOUUU
2017,Chris Brown,Privacy
2017,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need
2017,DJ Khaled Featuring Beyonce & JAY Z,Shining
2017,21 Savage & Metro Boomin,No Heart
2017,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes
2017,The Weeknd,Reminder
2017,Kodak Black Featuring XXXTENTACION,Roll In Peace
2017,2 Chainz x Gucci Mane x Quavo,Good Drank
2017,21 Savage & Metro Boomin Featuring Future,X
2017,XXXTENTACION,Jocelyn Flores
2017,Kendrick Lamar,Element.
2017,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill
2017,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit
2017,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*
2017,PnB Rock,Selfish
2017,Post Malone,I Fall Apart
2017,Young Thug Featuring Future,Relationship
2017,Drake,Gyalchester
2017,Kodak Black,Transportin'
2017,Future Featuring Rihanna,Selfish
2017,Jacquees,B.E.D.
2017,D.R.A.M. Featuring Lil Yachty,Broccoli
2017,XXXTENTACION Featuring Trippie Redd,F**k Love
2017,2 Chainz Featuring Travis Scott,4 AM
2017,J. Cole,Neighbors
2017,Chris Brown Featuring Yo Gotti  A Boogie Wit da Hoodie & Kodak Black,Pills And Automobiles
2017,Nicki Minaj  Drake & Lil Wayne,No Frauds
2017,Drake Featuring 21 Savage,Sneakin'
2017,Lil Uzi Vert,Sauce It Up
2017,DJ Khaled Featuring Nicki Minaj  Chris Brown  August Alsina  Jeremih  Future & Rick Ross,Do You Mind
2017,6LACK,Prblms
2017,Lil Uzi Vert,You Was Right
2017,Chris Brown,Questions
2017,Metro Boomin Featuring Offset & Drake,No Complaints
2017,DJ ESCO Featuring Future & Lil Uzi Vert,Too Much Sauce
2018,Drake,God's Plan
2018,Cardi B  Bad Bunny & J Balvin,I Like It
2018,Drake,In My Feelings
2018,Post Malone Featuring Ty Dolla $ign,Psycho
2018,Drake,Nice For What
2018,Post Malone Featuring 21 Savage,Rockstar
2018,Juice WRLD,Lucid Dreams
2018,Post Malone,Better Now
2018,Bruno Mars & Cardi B,Finesse
2018,Ella Mai,Boo'd Up
2018,BlocBoy JB Featuring Drake,Look Alive
2018,XXXTENTACION,Sad!
2018,Lil Baby & Drake,Yes Indeed
2018,Tyga Featuring Offset,Taste
2018,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE
2018,Migos  Nicki Minaj & Cardi B,MotorSport
2018,NF,Let You Down
2018,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit
2018,The Weeknd & Kendrick Lamar,Pray For Me
2018,Lil Pump,Gucci Gang
2018,Travis Scott,Sicko Mode
2018,Migos Featuring Drake,Walk It Talk It
2018,G-Eazy & Halsey,Him & I
2018,Migos,Stir Fry
2018,Kendrick Lamar & SZA,All The Stars
2018,Childish Gambino,This Is America
2018,Drake,Nonstop
2018,Post Malone,I Fall Apart
2018,Lil Dicky Featuring Chris Brown,Freaky Friday
2018,6ix9ine,Gummo
2018,Offset & Metro Boomin,Ric Flair Drip
2018,Cardi B,Be Careful
2018,Rich The Kid,Plug Walk
2018,Cardi B Featuring 21 Savage,Bartier Cardi
2018,YG Featuring 2 Chainz  Big Sean & Nicki Minaj,Big Bank
2018,Kendrick Lamar Featuring Zacari,Love.
2018,XXXTENTACION,Moonlight
2018,DJ Khaled Featuring Justin Bieber  Chance The Rapper & Quavo,No Brainer
2018,A$AP Ferg Featuring Nicki Minaj,Plain Jane
2018,Gucci Mane Featuring Migos,I Get The Bag
2018,Jay Rock  Kendrick Lamar  Future & James Blake,King's Dead
2018,N*E*R*D & Rihanna,Lemon
2018,The Weeknd,Call Out My Name
2018,Cardi B,Bodak Yellow (Money Moves)
2018,Drake,I'm Upset
2018,Ella Mai,Trip
2018,Miguel Featuring Travis Scott,Sky Walker
2018,YoungBoy Never Broke Again,Outside Today
2018,Nicki Minaj,Chun-Li
2018,XXXTENTACION,Changes
2018,Rae Sremmurd & Juicy J,Powerglide
2018,Eminem Featuring Ed Sheeran,River
2018,The Carters,Apes**t
2018,Rich The Kid Featuring Kendrick Lamar,New Freezer
2018,Juice WRLD,All Girls Are The Same
2018,Kanye West & Lil Pump,I Love It
2018,Lil Baby & Gunna,Drip Too Hard
2018,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes
2018,Sheck Wes,Mo Bamba
2018,Famous Dex,Japan
2018,Cardi B Featuring Kehlani,Ring
2018,Post Malone,Candy Paint
2018,YBN Nahmir,Rubbin Off The Paint
2018,Famous Dex Featuring A$AP Rocky,Pick It Up
2018,Kodak Black Featuring XXXTENTACION,Roll In Peace
2018,Khalid,Young Dumb & Broke
2018,Queen Naija,Medicine
2018,J. Cole,KOD
2018,21 Savage,Bank Account
2018,Post Malone Featuring Nicki Minaj,Ball For Me
2018,Eminem Featuring Joyner Lucas,Lucky You
2018,Lil Skies Featuring Landon Cube,Red Roses
2018,Lil Xan,Betrayed
2018,Khalid  Ty Dolla $ign & 6LACK,OTW
2018,Lil Pump,Esskeetit
2018,Logic & Marshmello,Everyday
2018,Migos,Narcos
2018,NF,Lie
2018,Chris Brown Featuring Yo Gotti  A Boogie Wit da Hoodie & Kodak Black,Pills And Automobiles
2018,Kodak Black Featuring Travis Scott & Offset,ZEZE
2018,Lil Skies Featuring Landon Cube,Nowadays
2018,Yella Beezy,That's On Me
2018,Eminem,Killshot
2018,Kodak Black Featuring Lil Wayne,Codeine Dreaming
2018,SZA,The Weekend
2018,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky
2018,Cardi B Featuring Migos,Drip
2018,YoungBoy Never Broke Again,No Smoke
2018,Logic Featuring Alessia Cara & Khalid,1-800-273-8255
2018,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life)
2018,Daniel Caesar Featuring H.E.R.,Best Part
2018,6ix9ine,Kooda
2018,Quavo,W O R K I N M E
2018,Drake,Mob Ties
2018,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa
2018,Kanye West,All Mine
2018,Meek Mill Featuring Jeremih & PnB Rock,Dangerous
2018,Travis Scott,Stargazing
2018,Lil Wayne,Uproar
2018,XXXTENTACION Featuring Trippie Redd,F**k Love
