year,artist,song
2016,Zara Larsson & MNEK,Never Forget You
2016,DJ Snake Featuring Justin Bieber,Let Me Love You
2016,Kent Jones,Don't Mind
2016,Florida Georgia Line,H.O.L.Y.
2016,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore
2016,Ariana Grande,Into You
2016,Kiiara,Gold
2016,Bryson Tiller,Exchange
2016,Fetty Wap Featuring Remy Boyz,679
2016,Jeremih,Oui
2016,Selena Gomez,Hands To Myself
2016,Kevin Gates,2 Phones
2016,The Weeknd Featuring Daft Punk,Starboy
2016,DJ Khaled Featuring Drake,For Free
2016,Flume Featuring Kai,Never Be Like You
2016,The Weeknd,In The Night
2016,Meghan Trainor,Me Too
2016,Elle King,Ex's & Oh's
2016,Thomas Rhett,Die A Happy Man
2016,Post Malone,White Iverson
2016,Nick Jonas Featuring Tove Lo,Close
2016,X Ambassadors,Unsteady
2016,Lil Wayne  Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,Sucker For Pain
2016,Yo Gotti Featuring Nicki Minaj,Down In The DM
2016,Tory Lanez,Luv
2016,Beyonce,Sorry
2016,The Weeknd,Can't Feel My Face
2016,Coldplay,Hymn For The Weekend
2016,Tory Lanez,Say It
2016,Travis Scott,Antidote
2016,Ruth B,Lost Boy
2016,Ariana Grande Featuring Nicki Minaj,Side To Side
2016,Daya,Sit Still  Look Pretty
2016,Taylor Swift,Wildest Dreams
2016,DJ Snake Featuring Bipolar Sunshine,Middle
2016,Ellie Goulding,On My Mind
2016,Drake Featuring The Throne,Pop Style
2016,Adele,When We Were Young
2016,Daya,Hide Away
2016,Major Lazer & DJ Snake Featuring MO,Lean On
2016,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer
2016,Silento,Watch Me
2016,Chris Brown,Back To Sleep
2016,Usher Featuring Young Thug,No Limit
2016,O.T. Genasis Featuring Young Dolph,Cut It
2016,Kevin Gates,Really Really
2016,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex)
2016,Hailee Steinfeld & Grey Featuring Zedd,Starving
2016,Coldplay,Adventure Of A Lifetime
2016,Tim McGraw,Humble And Kind
2016,Future,Wicked
2016,Desiigner,Tiimmy Turner
2016,Wiz Khalifa Featuring Charlie Puth,See You Again
2016,One Direction,Perfect
2017,Ed Sheeran,Shape Of You
2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito
2017,Bruno Mars,That's What I Like
2017,Kendrick Lamar,Humble.
2017,The Chainsmokers & Coldplay,Something Just Like This
2017,Migos Featuring Lil Uzi Vert,Bad And Boujee
2017,The Chainsmokers Featuring Halsey,Closer
2017,Sam Hunt,Body Like A Back Road
2017,Imagine Dragons,Believer
2017,Post Malone Featuring Quavo,Congratulations
2017,James Arthur,Say You Won't Let Go
2017,DJ Khaled Featuring Justin Bieber  Quavo  Chance The Rapper & Lil Wayne,I'm The One
2017,Lil Uzi Vert,XO TOUR Llif3
2017,Future,Mask Off
2017,French Montana Featuring Swae Lee,Unforgettable
2017,Bruno Mars,24K Magic
2017,Zedd & Alessia Cara,Stay
2017,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts
2017,Rae Sremmurd Featuring Gucci Mane,Black Beatles
2017,The Weeknd Featuring Daft Punk,Starboy
2017,Khalid,Location
2017,Charlie Puth,Attention
2017,Shawn Mendes,There's Nothing Holdin' Me Back
2017,Cardi B,Bodak Yellow (Money Moves)
2017,Childish Gambino,Redbone
2017,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker)
2017,Kygo x Selena Gomez,It Ain't Me
2017,KYLE Featuring Lil Yachty,iSpy
2017,Julia Michaels,Issues
2017,Alessia Cara,Scars To Your Beautiful
2017,Logic Featuring Alessia Cara & Khalid,1-800-273-8255
2017,Niall Horan,Slow Hands
2017,Rihanna,Love On The Brain
2017,The Weeknd Featuring Daft Punk,I Feel It Coming
2017,Big Sean,Bounce Back
2017,Liam Payne Featuring Quavo,Strip That Down
2017,Drake,Fake Love
2017,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know
2017,Taylor Swift,Look What You Made Me Do
2017,Ed Sheeran,Castle On The Hill
2017,Machine Gun Kelly x Camila Cabello,Bad Things
2017,The Chainsmokers,Paris
2017,Ariana Grande Featuring Nicki Minaj,Side To Side
2017,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye
2017,Portugal. The Man,Feel It Still
2017,DJ Snake Featuring Justin Bieber,Let Me Love You
2017,Demi Lovato,Sorry Not Sorry
2017,21 Savage,Bank Account
2017,Justin Timberlake,Can't Stop The Feeling!
2017,J Balvin & Willy William Featuring Beyonce,Mi Gente
2017,Imagine Dragons,Thunder
2017,Migos,T-Shirt
2017,Yo Gotti Featuring Nicki Minaj,Rake It Up
2017,Shawn Mendes,Mercy
2017,Kodak Black,Tunnel Vision
2017,Post Malone Featuring 21 Savage,Rockstar
2017,Brett Young,In Case You Didn't Know
2017,twenty one pilots,Heathens
2017,Halsey,Now Or Never
2017,Amine,Caroline
2017,Ayo & Teo,Rolex
2017,Kendrick Lamar,DNA.
2017,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem)
2017,Rae Sremmurd,Swang
2017,Drake,Passionfruit
2017,Kendrick Lamar Featuring Rihanna,Loyalty.
2017,Kesha,Praying
2017,Travis Scott,Goosebumps
2017,Maroon 5 Featuring Future,Cold
2017,D.R.A.M. Featuring Lil Yachty,Broccoli
2017,Calvin Harris Featuring Frank Ocean & Migos,Slide
2017,Kane Brown Featuring Lauren Alaina,What Ifs
2017,Katy Perry Featuring Skip Marley,Chained To The Rhythm
2017,Calvin Harris Featuring Pharrell Williams  Katy Perry & Big Sean,Feels
2017,Jon Bellion,All Time Low
2017,Luke Combs,Hurricane
2017,Sam Smith,Too Good At Goodbyes
2017,Khalid,Young Dumb & Broke
2017,Playboi Carti,Magnolia
2017,SZA Featuring Travis Scott,Love Galore
2017,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning
2017,Hailee Steinfeld & Grey Featuring Zedd,Starving
2017,Gucci Mane Featuring Drake,Both
2017,P!nk,What About Us
2017,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla
2017,Migos Featuring Gucci Mane,Slippery
2017,Harry Styles,Sign Of The Times
2017,Adele,Water Under The Bridge
2017,Miley Cyrus,Malibu
2017,Marian Hill,Down
2017,Cheat Codes Featuring Demi Lovato,No Promises
2017,Shawn Mendes,Treat You Better
2017,Gucci Mane Featuring Migos,I Get The Bag
2017,Dustin Lynch,Small Town Boy
2017,YFN Lucci Featuring PnB Rock,Everyday We Lit
2017,Camila Cabello Featuring Young Thug,Havana
2017,Maroon 5 Featuring SZA,What Lovers Do
2017,blackbear,Do Re Mi
2017,XXXTENTACION,Look At Me!
2017,Keith Urban Featuring Carrie Underwood,The Fighter
2018,Drake,God's Plan
2018,Ed Sheeran,Perfect
2018,Bebe Rexha & Florida Georgia Line,Meant To Be
2018,Camila Cabello Featuring Young Thug,Havana
2018,Post Malone Featuring 21 Savage,Rockstar
2018,Post Malone Featuring Ty Dolla $ign,Psycho
2018,Cardi B  Bad Bunny & J Balvin,I Like It
2018,Zedd  Maren Morris & Grey,The Middle
2018,Drake,In My Feelings
2018,Maroon 5 Featuring Cardi B,Girls Like You
2018,Drake,Nice For What
2018,Juice WRLD,Lucid Dreams
2018,Post Malone,Better Now
2018,Bruno Mars & Cardi B,Finesse
2018,Ella Mai,Boo'd Up
2018,Dua Lipa,New Rules
2018,XXXTENTACION,Sad!
2018,Camila Cabello,Never Be The Same
2018,Khalid & Normani,Love Lies
2018,Ariana Grande,No Tears Left To Cry
2018,Bazzi,Mine
2018,Imagine Dragons,Thunder
2018,BlocBoy JB Featuring Drake,Look Alive
2018,Taylor Swift,Delicate
2018,Lil Baby & Drake,Yes Indeed
2018,Marshmello & Anne-Marie,Friends
2018,Halsey,Bad At Love
2018,Tyga Featuring Offset,Taste
2018,NF,Let You Down
2018,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit
2018,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE
2018,Dan + Shay,Tequila
2018,Portugal. The Man,Feel It Still
2018,Migos  Nicki Minaj & Cardi B,MotorSport
2018,Lauv,I Like Me Better
2018,5 Seconds Of Summer,Youngblood
2018,Imagine Dragons,Whatever It Takes
2018,Offset & Metro Boomin,Ric Flair Drip
2018,Post Malone,I Fall Apart
2018,The Weeknd & Kendrick Lamar,Pray For Me
2018,Selena Gomez,Back To You
2018,Travis Scott,Sicko Mode
2018,Migos Featuring Drake,Walk It Talk It
2018,Lil Pump,Gucci Gang
2018,G-Eazy & Halsey,Him & I
2018,Shawn Mendes,In My Blood
2018,Kendrick Lamar & SZA,All The Stars
2018,Migos,Stir Fry
2018,Sam Smith,Too Good At Goodbyes
2018,Kendrick Lamar Featuring Zacari,Love.
2018,Childish Gambino,This Is America
2018,Drake,Nonstop
2018,Kane Brown,Heaven
2018,Cardi B,Bodak Yellow (Money Moves)
2018,Lil Dicky Featuring Chris Brown,Freaky Friday
2018,6ix9ine,Gummo
2018,Rich The Kid,Plug Walk
2018,Maroon 5,Wait
2018,Cardi B,Be Careful
2018,Selena Gomez X Marshmello,Wolves
2018,Cardi B Featuring 21 Savage,Bartier Cardi
2018,Ariana Grande,God Is A Woman
2018,YG Featuring 2 Chainz  Big Sean & Nicki Minaj,Big Bank
2018,Demi Lovato,Sorry Not Sorry
2018,Charlie Puth,How Long
2018,MAX Featuring gnash,Lights Down Low
2018,Khalid,Young Dumb & Broke
2018,Calvin Harris & Dua Lipa,One Kiss
2018,Imagine Dragons,Natural
2018,Jason Aldean,You Make It Easy
2018,Ed Sheeran,Shape Of You
2018,Gucci Mane Featuring Migos,I Get The Bag
2018,DJ Khaled Featuring Justin Bieber  Chance The Rapper & Quavo,No Brainer
2018,A$AP Ferg Featuring Nicki Minaj,Plain Jane
2018,Miguel Featuring Travis Scott,Sky Walker
2018,Thomas Rhett,Marry Me
2018,Benny Blanco  Halsey & Khalid,Eastside
2018,The Weeknd,Call Out My Name
2018,Jay Rock  Kendrick Lamar  Future & James Blake,King's Dead
2018,Marshmello & Bastille,Happier
2018,Casper Magico  Nio Garcia  Darell  Nicky Jam  Ozuna & Bad Bunny,Te Bote
2018,Florida Georgia Line,Simple
2018,N*E*R*D & Rihanna,Lemon
2018,Logic Featuring Alessia Cara & Khalid,1-800-273-8255
2018,Justin Timberlake Featuring Chris Stapleton,Say Something
2018,Drake,I'm Upset
2018,Kenny Chesney,Get Along
2018,XXXTENTACION,Moonlight
2018,Maroon 5 Featuring SZA,What Lovers Do
2018,Nicky Jam x J Balvin,X
2018,YoungBoy Never Broke Again,Outside Today
2018,Ella Mai,Trip
2018,Daddy Yankee,Dura
2018,XXXTENTACION,Changes
2018,Brett Young,Mercy
2018,Luke Combs,One Number Away
2018,Rae Sremmurd & Juicy J,Powerglide
2018,Dua Lipa,IDGAF
2018,J Balvin & Willy William Featuring Beyonce,Mi Gente
2018,Imagine Dragons,Believer
